COD,HA
630,3.52
631,4.0600000000000005
632,8.190000000000001
633,5.85
634,14.04
635,8.77
636,6.93
637,4.5
638,9.35
639,456.47
640,15.01
641,6.49
642,2.9699999999999998
643,14.13
644,89.99
645,6.04
646,38.23
647,3.47
648,2.98
649,39.19
650,20.69
651,15.29
652,6.57
653,13.31
654,5.24
655,15.29
656,1.24
657,17.47
658,7.1
659,9.0
660,63.85
661,7.2
662,4.24
663,4.87
664,3.52
665,10.81
666,4.59
667,21.68
668,51.84
669,9.45
670,11.88
671,4.6899999999999995
672,5.85
673,2.98
674,8.469999999999999
675,4.59
676,31.41
677,3.24
678,56.98
679,7.21
680,8.09
681,3.16
682,20.41
683,95.12
684,4.49
685,11.79
686,33.07
687,6.67
688,3.25
689,7.43
690,7.12
691,4.779999999999999
692,14.2
693,26.42
694,15.02
695,24.09
696,3.96
697,5.14
698,41.66
699,2.71
700,17.27
701,1.9
702,15.2
703,9.56
704,6.13
705,42.78
706,1.38
707,276.54
708,11.14
709,4.74
710,6.35
711,4.859999999999999
712,8.370000000000001
713,2.62
714,40.76
715,3.07
716,18.53
717,44.22
718,5.41
719,1.6400000000000001
720,7.29
721,1.42
722,15.19
723,14.48
724,4.59
725,30.74
726,3.25
727,89.78
728,8.64
729,11587.03
730,5.4
731,232.29
732,3.24
733,2.44
734,2.25
735,12.21
736,13.85
737,1.62
738,5.4
739,8.559999999999999
740,7.66
741,2.88
742,17.13
743,11.58
744,3.7
745,7.89
746,2.71
747,8.49
748,10.26
749,10.8
750,4.15
751,9.0
752,4.93
753,12.42
754,43.78
755,16.02
756,6.39
757,3.16
758,8.01
759,5.77
760,7.58
761,11.43
762,38.92
763,5.76
764,9.09
765,6.48
766,16.27
767,32.18
768,10.1
769,19.24
770,2.45
771,9.56
772,5.77
773,19.69
774,6.31
775,5.04
776,5.76
777,14.67
778,59.12
779,44.59
780,24.31
781,8.29
782,4.24
783,14.17
784,19.22
785,4.04
786,27.24
787,37.2
788,9.36
789,48.81
790,2.62
791,3.16
792,4.41
793,12.32
794,39.37
795,111.34
796,4.23
797,7.21
798,13.77
799,1.01
800,3.89
801,3.34
802,82.54
803,1.01
804,14.2
805,29.76
806,1.08
807,3.78
808,1.62
809,154.97
810,58.68
811,23.38
812,58.67
813,6.3
814,17.35
815,6.14
816,7.1
817,275.39
818,42.51
819,9.27
820,10.27
821,5.07
822,19.79
823,6.03
824,25.91
825,4.09
826,13.6
827,43.69
828,10.89
829,7.92
830,42.52
831,4.33
832,2.1399999999999997
833,7.18
834,2.8
835,7.02
836,20.94
837,2.5700000000000003
838,18.59
839,13.31
840,1003.54
841,1.72
842,8.64
843,5.14
844,12.95
845,12.34
846,2.17
847,14.91
848,11.06
849,10.59
850,15.91
851,1.03
852,15.37
853,1.97
854,15.23
855,56.63
856,26.26
857,6.79
858,9.83
859,25.73
860,21.87
861,13.96
862,30.62
863,17.73
864,22.92
865,2.4299999999999997
866,2.8899999999999997
867,24.12
868,5.03
869,12.69
870,48.52
871,4.779999999999999
872,4.8100000000000005
873,22.28
874,30.59
875,32.89
876,29.73
877,10.81
878,36.95
879,8.29
880,59.0
881,9.37
882,23.93
883,8.370000000000001
884,12.97
885,6.57
886,22.76
887,31.22
888,16.68
889,19.08
890,3.79
891,6.22
892,20.58
893,10.62
894,14.21
895,71.52
896,2.4299999999999997
897,1.54
898,12.96
899,9.64
900,36.61
901,7.19
902,4.9399999999999995
903,3.78
904,1.01
905,19.6
906,4.34
907,4.96
908,12.59
909,4.32
910,5.17
911,14.95
912,7.93
913,8.55
914,4.859999999999999
915,33.19
916,5.95
917,1.5
918,37.73
919,4.779999999999999
920,9.3
921,1.6600000000000001
922,7.92
923,10.44
924,3.89
925,10.34
926,22.94
927,6.24
928,9.81
929,74.34
930,8.1
931,8.559999999999999
932,16.35
933,9.45
934,10.97
935,13.21
936,19.42
937,2.05
938,4.5
939,35.11
940,17.28
941,6.76
942,7.08
943,3.96
944,7.29
945,5.84
946,6.5
947,7.48
948,20.41
949,8.280000000000001
950,3.24
951,45.4
952,6.84
953,6.96
954,3.6
955,20.32
956,6.93
957,57.84
958,9.9
959,8.73
960,9.05
961,221.67
962,4.24
963,20.58
964,7.83
965,6.39
966,17.89
967,17.37
968,3.16
969,22.67
970,104.54
971,6.19
972,5.58
973,19.24
974,7.3
975,75.06
976,3.33
977,15.72
978,18.82
979,4.96
980,24.34
981,13.33
982,65.88
983,2.9699999999999998
984,4.41
985,13.76
986,29.86
987,6.93
988,40.29
989,20.04
990,33.93
991,7.83
992,7.56
993,9.39
994,2.8
995,12.33
996,12.17
997,5.4
998,7.66
999,32.11
1000,4.45
1001,1.8900000000000001
1002,46.24
1003,6.3
1004,14.78
1005,11.86
1006,8.379999999999999
1007,2.81
1008,7.92
1009,11.86
1010,5.31
1011,3.85
1012,16.28
1013,4.96
1014,10.99
1015,22.39
1016,4.9399999999999995
1017,1.06
1018,137.91
1019,469.2
1020,2.98
1021,9.21
1022,1.02
1023,24.62
1024,1.6400000000000001
1025,20.54
1026,18.49
1027,5.78
1028,1.27
1029,15.62
1030,2.4299999999999997
1031,3.15
1032,1.27
1033,1.52
1034,762.53
1035,30.96
1036,4.109999999999999
1037,8.2
1038,4.83
1039,5.24
1040,11.44
1041,7.55
1042,56.14
1043,14.49
1044,5.37
1045,9.58
1046,55.84
1047,1.8
1048,5.45
1049,6.38
1050,12.32
1051,8.65
1052,1.21
1053,15.6
1054,4.76
1055,25.96
1056,13.24
1057,9.74
1058,5.74
1059,5.38
1060,5.64
1061,96.23
1062,7.39
1063,9.61
1064,2.48
1065,1334.67
