COD,HA
631,18.1
632,33.93
633,7.83
634,7.56
635,9.39
636,2.8
637,5.4
638,7.66
639,32.11
640,481.72
641,4.45
642,1.8900000000000001
643,6.3
644,11.86
645,8.379999999999999
646,7.92
647,11.86
648,151.86
649,3.85
650,37.67
651,1.06
652,2.98
653,1.02
654,1.6400000000000001
655,20.54
656,18.49
657,5.78
658,1.27
659,15.62
660,2.4299999999999997
661,3.15
662,30.96
663,4.109999999999999
664,4.83
665,11.44
666,5.24
667,7.55
668,56.14
669,5.37
670,9.58
671,55.84
672,1.8
673,5.45
674,18.62
675,12.32
676,8.65
677,1.21
678,4.76
679,25.96
680,9.74
681,5.74
682,5.38
683,5.64
684,96.23
685,7.39
686,9.61
687,2.48
688,2159.84
