COD,HA
631,89.78
632,12653.99
633,5.4
634,233.54
635,3.24
636,2.44
637,12.21
638,13.85
639,1.62
640,5.4
641,8.559999999999999
642,7.66
643,2.88
644,17.13
645,11.58
646,3.7
647,7.89
648,2.71
649,13.25
650,10.26
651,21.23
652,4.15
653,9.0
654,4.93
655,12.42
656,43.78
657,16.02
658,6.39
659,3.16
660,8.01
661,5.77
662,7.58
663,40.54
664,9.09
665,6.48
666,16.27
667,32.18
668,10.1
669,19.24
670,2.45
671,9.56
672,5.77
673,6.31
674,5.04
675,5.76
676,14.67
677,59.12
678,44.59
679,24.31
680,8.29
681,4.24
682,14.17
683,19.22
684,4.04
685,45.93
686,37.2
687,9.36
688,48.81
689,3.16
690,4.41
691,12.32
692,111.34
693,4.23
694,7.21
695,13.77
696,1.01
697,3.89
698,3.34
699,82.54
700,1.01
701,32.54
702,1.08
703,154.97
704,59.3
705,23.38
706,58.67
707,6.3
708,17.35
709,6.14
710,7.1
711,275.39
712,42.51
713,9.27
714,10.27
715,5.07
716,19.79
717,6.03
718,77.48
719,4.09
720,13.6
721,43.69
722,10.89
723,7.92
724,52.58
725,4.33
726,2.1399999999999997
727,7.18
728,2.8
729,7.02
730,20.94
731,2.5700000000000003
732,18.59
733,13.31
734,1003.54
735,1.72
736,8.64
737,5.14
738,12.95
739,12.34
740,2.17
741,14.91
742,15.91
743,2.0
744,15.37
745,15.23
746,56.63
747,26.26
748,6.79
749,9.83
750,25.73
751,21.87
752,13.96
753,30.62
754,17.73
755,22.92
756,2.4299999999999997
757,33.71
758,5.03
759,14.58
760,48.52
761,4.779999999999999
762,4.8100000000000005
763,22.28
764,29.73
765,30.59
766,32.89
767,10.81
768,36.95
769,8.29
770,59.0
771,9.37
772,23.93
773,19.08
774,8.370000000000001
775,12.97
776,6.57
777,22.76
778,31.22
779,16.68
780,3.79
781,6.22
782,20.58
783,22.58
784,14.21
785,71.52
786,2.4299999999999997
787,1.54
788,9.64
789,36.61
790,7.19
791,4.9399999999999995
792,3.78
793,1.01
794,19.6
795,4.34
796,4.96
797,12.59
798,4.32
799,5.17
800,14.95
801,7.93
802,17.99
803,4.859999999999999
804,33.19
805,5.95
806,1.5
807,37.73
808,4.779999999999999
809,9.3
810,1.6600000000000001
811,7.92
812,3.89
813,10.34
814,22.94
815,7.29
816,9.81
817,74.34
818,8.1
819,8.559999999999999
820,16.35
821,9.45
822,17.05
823,13.21
824,19.42
825,4.5
826,79.51
827,17.28
828,6.76
829,3.96
830,5.84
831,6.5
832,7.48
833,26.7
834,8.280000000000001
835,3.24
836,6.84
837,6.96
838,3.6
839,20.32
840,221.67
841,6.93
842,57.84
843,87.82
844,9.9
845,8.73
846,9.05
847,20.58
848,4.24
849,7.83
850,6.39
851,17.89
852,17.37
853,3.16
854,22.67
855,104.54
856,6.19
857,19.24
858,7.3
859,3.33
860,18.82
861,4.96
862,24.34
863,13.33
864,85.18
865,42.26
866,4.41
867,29.86
868,6.93
869,20.04
870,33.93
871,7.83
872,7.56
873,9.39
874,2.8
875,12.33
876,12.17
877,5.4
878,7.66
879,32.11
880,4.45
881,1.8900000000000001
882,46.24
883,6.3
884,14.78
885,11.86
886,8.379999999999999
887,2.81
888,7.92
889,11.86
890,5.31
891,3.85
892,16.28
893,4.96
894,10.99
895,22.39
896,4.9399999999999995
897,1.06
898,137.91
899,477.41
900,2.98
901,1.02
902,1.6400000000000001
903,20.54
904,18.49
905,5.78
906,1.27
907,15.62
908,2.4299999999999997
909,3.15
910,1.27
911,30.96
912,4.109999999999999
913,8.2
914,4.83
915,5.24
916,11.44
917,7.55
918,56.14
919,14.49
920,5.37
921,9.58
922,55.84
923,1.8
924,5.45
925,6.38
926,12.32
927,8.65
928,1.21
929,15.6
930,4.76
931,25.96
932,13.24
933,9.74
934,5.74
935,5.38
936,5.64
937,96.23
938,7.39
939,9.61
940,2.48
941,2120.34
